Title,Review
악귀,힘들어도 지쳐도 살아가보자  나 자신을 제일 사랑하고 아껴주자 
악귀,거품잔뜩낀 한국형 호러 실패작
악귀,살짝 루즈하긴 하지만 전체적으로 흥미진진 재미있게 봄 귀신이라 무섭기보단 슬픔이 느껴지는 작품
악귀,한국의 오컬트를 묻거든 고개를 들어 손더게와 악귀를 보게 하라    김태리와 오정세의 호흡이 잘 끌어나가는 탄탄한 드라마 
악귀,갈수록 지루했음 김태리보는맛
악귀,김은희 작가는 조금 더 악귀에 씌여야 하지 않았을까
악귀,한국적인 소재인 빙의  귀신을 현시대에 맞게 잘 녹여낸 작품  산으로 갔던 작가가 다시 돌아왔다 
악귀,후시녹음은 입도 제대로 안맞추고 베테랑들인데 튀는 연기도 꽤 보인다  각본도 너무 무난하고 늘어진다  인물들 매력이 너무 없다 
악귀,남에게 보이는 나의 모습과 내면에 숨겨뒀던 나의 모습의 대립을 악귀라는 설정을 통해 표현한점이 신선했다  그리고 비극과 참혹함이 가득했던 여정을 통해 삶의의미에 도달한 점도맘에든다
악귀,오컬트라는 큰 주제 안에서 청춘과 사람을 다룬다  열심히 살아보려 애쓰는 모든 이들에게 위로와 응원  나의 삶을 온전히 나로서 살아갈 수 있는 용기를 북돋아 주는 작품
악귀,올해 최고의 드라마
악귀,공익광고 같은 메시지  아쉬운 결말이지만 이야기가 흥미진진해서 좋았다  김태리 악귀 연기는 최고
악귀,마지막화까지 본방 사수했던 드라마  김태리의 연기가 다 했다  정말  김태리 아니었음 김은희 작가님 한번 더 위기가 왔을지도 모르겠다 
악귀,결말까지 보고나니 모든게 이해되는 명작   오컬트와 청춘이 함께 버무려질 수 있다니  
악귀,그래  살아보자
악귀, 살아라  그대는 아름답다   원령공주 속 이 대사를 참 길게도 풀어낸 유치하고 신비로운 한국식 오컬트 
악귀, 회때부터 본방사수 중입니다    궁금증이 쌓이고 쌓이다가 마지막회에서 대실망    개인차겠지만 결국 제겐 불호네요 
이상한 변호사 우영우,널리고 널린 자극적이고  선정적이고  폭력적인 작품들 속에서 발견한 너무나 따뜻하고 착하고 친절한 작품  문지원 작가님이 이런 작품을 써주셔서 감사할 따름이다 
이상한 변호사 우영우,드라마는 최선을 다하고 있고  그것을 보는 수용자의 이슈로 넘어설  초월적 드라마 
이상한 변호사 우영우,자극적이지 않은데 흡입력있고  따뜻하면서도 유쾌한 웰메이드 드라마
이상한 변호사 우영우,      여러모로 찡그려지는 스토리와 연출 속 홀로 작게나마 미소 짓게하는  똑바로 읽어도 거꾸로 읽어도 우영우 
이상한 변호사 우영우,어설픈 장애 인식 제고가 되지 않기를 
이상한 변호사 우영우,점점 더 자극적인 것을 선호하는 요즘 시대에 등장한 햇살 같은 힐링 드라마
이상한 변호사 우영우,가장 본질에 다가서는 변호사  이상적이라서 이상한 변호사 
이상한 변호사 우영우,따듯한 동시에 날카롭게 나를 돌아보게 만든다 
이상한 변호사 우영우,보는 내가 제일 편견 덩어리인 걸 발견할 수 있는 작품   아무도 영우를 불쌍해하거나 도와줘야한다는 이상한 정의감이 없다
이상한 변호사 우영우,뭐지 너 왜 재밌냐
이상한 변호사 우영우,박은빈이 다했다  연기천재 
이상한 변호사 우영우,장애인에 대한 인식개선  따듯한 사회를 위한 작은 파장  고래의 소재 활용과 연출이 인상적  하지만 로맨스가 꼭 필요했을까  현실의 문제를 넘어선 판타지가 되어버린 아쉬움
이상한 변호사 우영우,장애를 가진 사람에 대한 연민이나 편견을깨자는 계몽성에 중심을 뒀다면 오히려 상투적인 메시지로 비난받았겠지만  우영우 캐릭터 자체의 사랑스러움이 빛나서 좋았다
이상한 변호사 우영우,남과 다르지만 한 분야에서 천재적 재능을 가진 사람의 성장기  중간중간 가족애 부분은 좀 과했고 너무 따듯하게 그리려한게 아쉽지만 우영우의 매력으로 이겨내 볼만했다 
이상한 변호사 우영우,좋은 연기와 좋은 스토리  매 회가 다른 에피소드라 짧게 짧게 보기 좋다
이상한 변호사 우영우,단점이 이것저것 눈에 밟히지만 그보다는 한국에서도 이렇게 다양하고 색다른 소재와 관점을 가진    시리즈가 나왔다는 사실에 감회가 깊다
이상한 변호사 우영우,전형적인 한국드라마의 공식을 따랐고 주인공만 자폐캐릭터로 바꿨을뿐
이상한 변호사 우영우,친근함을 넘어선 따스함에 넋을 놓고 바라보는 우멍
이상한 변호사 우영우,따뜻하고 다정하게 편견을 뛰어 날아 유영한다   화 감상   소재와 연기가 전형적인것을 탈피한다 
이상한 변호사 우영우,별 생각없이 봤는데  너무 재밌네 
이상한 변호사 우영우,이런 따뜻한 드라마를 찾았던 것 같아요
이상한 변호사 우영우,서운하네요     남주 대사가 잊혀지질않는다  
이상한 변호사 우영우,우영우를 통해 또 법정 사례를 통해 사회적 약자에 대한 시선을 돌아 볼 수 있는 시간이었다  우투더영투더우  봄날의 햇살  너무나 사랑스런 우영우로 분한 박은빈 배우 최고 멋져 
이상한 변호사 우영우,따뜻한 연출력 굿 좋은 스토리 굿 좋은 연기 굿 장애인의 대한 편견을 단번에 봐꿔주었으며 법정물로도 나쁘지 않으며 무엇보다 가볍고 맘편하게 힐링하면서 볼수 있다는게 가장 큰 장점
이상한 변호사 우영우,서로 봄날의 햇살이 되어주는 세상이 왔으면 좋겠다고 느낀 드라마  
이상한 변호사 우영우,매 회차마다 생각할 거리를 줘서 좋았음  시즌  기대중
이상한 변호사 우영우,박은빈 배우의 작품을 믿고보게 되었다  
이상한 변호사 우영우, 박은빈  하나로 정리 끝나는 드라마 그녀가 아니었다면 우영우 신드롬도 없었다
이상한 변호사 우영우, 일동안 쉬지않고 내리 봤네요  내용도  연기도 참 좋았습니다  떡밥들이 다 회수되지 못한건 흠이지만  참 즐겁고 재미있던 시간이었습니다 
이상한 변호사 우영우,다큐가 아닌 이상 완벽한 고증과 재현은 힘들지  이토록 사랑스러운 우영우는 세상 어디에도 없다 
이상한 변호사 우영우,입체적인 캐릭터들과 선한 각본으로 완성된  보는 동안 항상 마음이 따뜻해졌던 웰메이드 법정 힐링 휴먼드라마
이상한 변호사 우영우,우영우 곁에 좋은 사람들이 많았던 것처럼 현실에서도 존재했으면 세상은 더 따듯해지지 않을까  자폐스펙트럼이 있다고 서번트신드롬까지 가진건 너무나도 특이케이스 
이상한 변호사 우영우,나도 고래 좋아하는데
이상한 변호사 우영우,마음이 따뜻해지는 기분을 느끼며 흐뭇한 미소로 보게 되는 나 자신을 발견하다       화 
이상한 변호사 우영우,동정을 호소하는 동화속의 캐릭터만 불쌍할 뿐 
이상한 변호사 우영우,따뜻한 이야기가 있어 좋다
이상한 변호사 우영우,초반에는 훌륭했으나 중반 이후 급격히 노잼화  원인은 아마도 진부한 클리셰들을 가져와 시시한 내용만 이어갔던 게 문제가 아니었을지  그외에도 비판받을 부분이 많다 
이상한 변호사 우영우,주변 인물들 활용을 이렇게 못할수가 없다  매화 달라지는 캐릭터와 떡밥정리 미숙함이 너무 아쉽고  그럼에도 박은빈은 빛났기에 참고 본 드라마가 아닌가 싶다   화까지만 보세요 진심
이상한 변호사 우영우,구교환이 등장할 때부터 이상해졌다 
이상한 변호사 우영우,좋아요에서 별로에요  가는데는 립밤   이 한몫했고 정확히   화부터 실망의 연속
이상한 변호사 우영우,  화 류재숙으로 박원순 미화해서 선 넘었음  이제 안봄 웅앵웅 
이상한 변호사 우영우,초반엔 요즘 한국에선 볼 수 없는 따뜻한 드라마로 시작했다가 더러운 것이 묻은 드라마로 전락
이상한 변호사 우영우,드라마를 처음 볼 때는  이상한 변호사  우영우로 보였지만  중반이 지난 지금은 그냥  우영우 로 보인다 
이상한 변호사 우영우, 
이상한 변호사 우영우,기러기 토마토 스위스 기러기 우영우 사건하나하나 일반적인 시각보다 다르게 보며 해결하는게 재밌어요  러브라인도 꿀잼
이상한 변호사 우영우,영우가 언젠가 바다위의 고래와 같이 신체적 장애에서 벗어나 자유로워지길
이상한 변호사 우영우,그 나무가지고 싸우는 에피 전까진 개재밌음 그 다음은 걍 그럼
이상한 변호사 우영우,재밌게 보다가 피리 아저씨에서 이건 뭔가 싶다가 로맨스 물로 바뀌는 거 보고 하차함 
이상한 변호사 우영우,자폐 스펙트럼의 여주인공의 사회 속 성장 과정을 잘 그린 드라마 
이상한 변호사 우영우,용두사미
중증외상센터,디들  편 시작부터 항문 밤톨 조폭 이런거에 항마력 안딸렸어요  진짜요  클리셰 너무 다 안보였어요  안 오글거렸서요  의리로 끝까지 보긴했다만       넘 쌈마이였슴
중증외상센터,아는 맛이 무섭다    늘어지는 부분 없이 깔끔한 전개가 굿
중증외상센터,많이 접한 전개임에도 군더더기 없는 빠른 전개로 에피소드 편 순삭했네요     윤경호 배우 너무 귀엽네요  전 재밌게 봤어요 
중증외상센터,내생에 가장 보기힘든 메디컬물이었다 너무인위적이고 오글거려서  화보고 포기
중증외상센터,제대로된 메디컬 시즌 드라마 탄생  주지훈 배우 다작하더니 하나 제대로 터짐   추영우는 옥씨부인전에 중증외상센터에 연속대박 하영은 이번에 눈도장제대로 딱  윤경호는 역시나 윤블
중증외상센터,오랜만에 넷플릭스에서 최고 쌍따봉을 눌러 보네요 
중증외상센터,중증외상센터 온라인 팬 스크리닝 리뷰
중증외상센터,메디컬히어로물의 근본이 될 것 같은 드라마
중증외상센터,쭉 한 번에  회까지 간 이유는 내가 한가해서일까  드라마가 재미있어일까  이 질문에 바로 답이 나오지 않는다  뻔한 내용 뻔한 캐릭터이지만 나에게 환상을 주기 때문일까 
중증외상센터,사이다 전개가 판타지스러운 현실이지만   그랬으면 좋겠네  제 의 전성기 주지훈과 신성이지만 초신성이 돼버린 추영우  그리고 하드캐리 윤경호의 연기는 최고
중증외상센터,의료 현장에 관한 높은 디테일와 비현실적인 판타지가 묘하게 섞여있다 
중증외상센터,전체적으로 잘 만든 티가 남  신파로 갈 수 있는 부분을 반 메세지 반 코미디로 간 것이 인상적
중증외상센터,스토리  캐릭터  재미 모두 다 잡은 매력덩어리 드라마 
중증외상센터,웹툰을 너무 재밌게봐서 드라마화 된다는 소식 들었을때 행복했다  이 기대감이 실망감으로 돌아오지 않았으면 좋겠다 
중증외상센터,유치하고 과장되며 때때로 공중파 옛날 드라마 같기도 한 순간들이 차고 넘치지만  갈등이 얕고 금방 해결되고 주인공이 먼치킨이라 고구마 먹을 일 없다는 게 요즘 시대에 먹히는 듯한 
중증외상센터,사람에 대한  목숨에 대한 가치에 대한  올해 가장 가독성 높은   드라마  몰입감이 끝내주고  모든 배역이 인생캐   설연휴 최고 띵작   
중증외상센터,김사부와 유시진대위를 짬뽕한 느낌  그래도 짧고 굵게 좋다 이런 리더가 우리에게는 지금 필요하다
중증외상센터,김사부가 백강우의 공통점이라면 같은 분야에 거친 의사라는점  김사부가 냉소적이라면 백강우는 다혈질이다  김사부는 심화과정이었다면 백강우는 보다 기본적인 부분에 충실했다  굿이다 
중증외상센터,단순한 먼치킨물이 아니라  열등감이나 자괴감에 시달리지 않고 최고의 외과전문의인 백강혁을 롤모델로 삼아 그의 길을 함께 걷기 위해 노력하는 주변 인물들의 이야기
중증외상센터,스토리 연기 너무 좋았고 특히 지루한 부분이 거의 없어서 좋았습니다
중증외상센터,당첨되어서  화까지 봤는데 너무 재미있네요  팬스크린리뷰 
중증외상센터,중증외상센터 온라인 팬 스크리닝 리뷰
중증외상센터,웹툰의 그 느낌을 이렇게 잘 살리다니 
중증외상센터,중증외상센터 온라인 팬 스크리닝 리뷰
중증외상센터,코미디를 첨가한 스릴 넘치는 메디컬 활약극
중증외상센터,오징어게임  보다 기대된다
중증외상센터,중증외상센터의 긴박함이 잘 표현되있으면서도 코믹스러운 부분으로 누구나 볼 수있게 잘 전달된 것 같다현실과 코믹으로 스토리를이어간다 결말도 깔끔하게 끝났고 각 인물의생사와 성격표현굿
중증외상센터,  나는  백강현이다아  닥쳐  
중증외상센터,와 언니가 보길래 궁금해서 봤는데 아 진심 개재밌어요           
중증외상센터,만화적 캐릭터를 배우들의 매력으로 잘 설득 시키고 오글거리는 상황을 현란한 연출로 포장에 성공
중증외상센터,답답한 현실은 이미 많이 봤으니 이 정도 판타지는 괜찮지않나  드라마에서라도 간접 경험하니 시원하고 재미있었다 
중증외상센터,추영우 배우님 보려고 봤는데 배우님들 연기덕에 재밌었던 듯 해요 주지훈 배우님이나 하영배우님도 연기 잘 하시더라구요
중증외상센터,훌륭한 스토리와 전개를 가로막는 억지 오버 연기
중증외상센터,대한민국 모든 의사선생님 감사합니다
중증외상센터,더글로리 이후로 하루만에 다 본 시리즈   물론  부작이기 때문에 그럴 수 있지만 시즌 생각해서 만든  부작이면 괜찮은거같다
중증외상센터,스피디하고  담백하게 재밌음 
중증외상센터,전개가 빨라서 좋음
중증외상센터,질질끄는 스토리없이 깔끔했다 주인공 설정이 내취
중증외상센터,예상밖의 스토리 전개는 거의 없었지만  원작의 요소를 해치지 않고 불필요하게 길지 않은 러닝타임에서 잘 끝낸 작품
중증외상센터,주지훈 추영우 정재광  존멋    내용은 뻔한 스토리지만 재미있게 봤어요
중증외상센터,뻔하지만 낭만이 있는 이야기 드라마는 시원하지만 현실은 다를 수도 그럼에도 현장에서 사명을 다하시는 의료진분들 화이팅
중증외상센터,이정도 연기에 이정도 스토리 전개  요즘 시대에 이정도 맛만 내줘도 감사하다  죄다 가격만 비싸고 맛은 없는 쓰레기 천국인데 말이지
중증외상센터,의사가 쓴 웹소설 기반 웹툰으로 제작한 드라마라 그런지 의료행위자체보다 현실의 답답함과 우리 사회의 문제를 지적하는 주제로 다가왔다  그 과정에서 백교수로 대리만족한 드라마
중증외상센터,자신이 아줌마고 한국코미디를 좋아하면 추천
중증외상센터,시간 질질 끄는 빌드업 따위는 개나 줘버린 시종일관 초특급 사이다 메디컬 블록버스터   
중증외상센터,대학병원   아이언맨  캐릭터는 매력 있다
중증외상센터,드라마에서 빠른 전개와 몰입감은 무시할 수가 없다 캐릭터 하나하나의 매력이 있고 클리셰가 한스푼 담긴 의학드라마
중증외상센터,재밌어요
중증외상센터,고증은 둘째 치고  빠른 전개와 몰입도로 쉴 새 없이 완주 
중증외상센터,그냥 처음부터 끝까지 시원하게 잘 만듬
소년시대,웃으면서 본 작품  배우들 연기조합도 좋았어요  
소년시대,임시완배우의 재발견   자꾸 맴도는 사투리 어쩔겨유   모든 배우들의 찰떡같은 연기에 시간가는줄 모르고 재미나게 본 드라마
소년시대,누구나 갖고 있는 흑역사와 그 성장기 큰일났다 사투리 옮았어유   이이 
소년시대,병맛스런 코미디가 감독 이명우와의 합으로 더욱 큰 시너지가 발휘되어 주된 내용과는 별개로 재밌게 느껴진다
소년시대,임시완배우의 모든 걸 내던진 연기에 박수를       그시절의 괴롭힘도 만만치 않았겠다 싶어서 안쓰럽네 조 단역 배우분들 너무 연기 잘하셔서 좋았다
소년시대,어쩜 사투리를 저렇게도 웃기게 잘하는지    한동안 충청도사투리에 완죤 푹 빠져버렸구만유      흑거미 넘 매력적이에유 
소년시대,보고나면 입에 사투리가 절로 붙는다      사투리의 매력도  그걸 연기하는 임시완의 매력도 같이 느낄 수 있다 
소년시대,충청도 사투리가 기본으로 웃겼고  깨살같은 대사들과 연출도 돋보였던 작품  벌써아침이라구요  
소년시대,몰입감 최고   임시완의 연기변신 스토리가 굿
소년시대,     하반기 최고의 작품 
소년시대,요즘 이드라마 때문에 금요일까지 버틴다 임시완 이런 코믹도 잘 해버리네 못하는게 읍써
소년시대,연기가 다 좋았구먼유 
소년시대,진따인줄 알았던 내가 일찐짱  
소년시대,너무 좋아서 한번으로는 못 끝내는 드라마  병태 못 보내    
소년시대,뜨거운 여름의 향을 맡을 수 있습니다 소년들의 그 계절을 느껴보세요
소년시대,                                                                                                    
소년시대,임시완배우님 백상 대상 미리 축하드립니다    
소년시대,고향이 충청도는 아니지만 비슷한 시대배경에서 자라서 향수돋았고 임시완 병태연기가 너무 훌륭함  온양찌질이가 아니라 부여청룡으로 거듭난 서사 눈물버튼  
소년시대,아 만점 갑니다   병태 좀 븅태 같지만 숨겨진 미친 외모 덕분에 눈도 즐겁네용  내용 자체가 그냥 재미있습니다  꼭 보세용
소년시대,임시완이란 배우는 믿지만 작품에 대한 기대는 솔직히 하나도 없었는데      드라마 현폼 원탑 수준이네요  너무 재밌게 보는 중
소년시대, 보는 중  무빙에 이어 플랫폼이 아쉬운 웰메이드 드라마 영화로 치면 극한직업  웃음이란 토끼를 목표로 삼고 집요하게 쫓는다 소년시대    화 보면서 올해 제일 많이 웃었음
소년시대,개인적으로 그 나이대에 맞는 연기를 해야한다고 생각한다    임시완이란 배우가 얼마나 잘하는지는 당연히 알지만 고등학생 연기라     좀 이상하다  보고 판단해야지   
소년시대,이이  아직 안 봤으면 어여들 봐  찌질에서 열혈 소년으로 거듭나는 이야기에 흠뻑 빠져 보자니께 
소년시대,연기 잘해요  임시완 너무 좋아요   재미있고 신나요  저는 금요일이 너무 기대됩니다  
소년시대,임시완의 연기를 계속해서 보고싶게 만든 작품 
소년시대,진짜 임시완배우님은 진정한 연기자 그 이상이다   소년시대 인생작    재미뿐만아니라 교훈까지  
소년시대,임시완의 재발견  충청도 사투리와 능청스러운 연기가 이렇게 잘 어울릴줄이야   보는 내내 배꼽잡으면서 봤다 
소년시대,이 정도면 조심스럽게 포스트 이병헌이라 불러도 되지 않을까  잘생기고   키 좀 작    배우 임시완의 한계와 매력은 어디까지인지 그 끝을 모르겠서요
소년시대,내가 사랑하는 배우들과 함께하는 기분좋은 시간
소년시대,코미디 좋아하면 무조건 호를 외칠 청춘코믹드라마
소년시대,이 영화 정말 좋았어요  웃기도 하고 울기도 많이 했습니다  임시완의 연기가 너무 좋아서 믿을 수 없어요  그가   살이지만   학년 학생의 순진함을 연기한 걸요 
소년시대,진짜 리뷰 볼 시간도 없음요 바로 정주행애유우
소년시대,임시완의 끝없는 연기 스펙트럼을 증명한 작품
소년시대,너무재미있어요지금  번째정주행중이에요
소년시대,다들 연기가 장난아니여유
소년시대,씨부럴  이렇게 흥미진진해도 되는겨  잉     
소년시대,완벽한 서사였다  연기에 구멍도 없고 매력있는 케릭터들이 대거등장 중후반 너무 다크해서 힘들었지만 마무리도 알차고 엔딩크레딧에 쿠키까지 오랜만에 웰메이드 시리즈였다 
소년시대,임시완 찌질연기까지 되다니   가볍게 보기좋은 코믹물인데   옛날이라지만 고딩의 음주 흡연 장면이 너무 많이 나오네요
소년시대,그 시절 액션 활극의 재림
소년시대,이런 드라마는 항상 좋다  순수해져서    너무 좋아   
소년시대,고등학생 임시완 별한개 교복입은 임시완 별한개 앞머리내린 임시완 별한개 찌질이 임시완 별한개 너무 잘생겨서 별한개
소년시대,임시완배우의 원맨쇼 너무 웃기다 그리고 교훈까지
소년시대,혼자서 이렇게 이끌어가야하는 극이 힘들법도 한데 어찌 그리 연기를 잘한단말여 븅태야     
소년시대,꼬질찌질 병태를 너무나 귀엽고 사랑스럽게 연기한 임시완배우 최곱니다  
소년시대,임시완의 연기차력쇼
소년시대,그 시절 우리가 추억하고 싶었던 그 거침과 허술함    신선한 배우   신선한 드라마 특히 사운드트랙이 좋았어유 이 이  
소년시대,진짜 한장면도 안놓치고 보고 정주행  번 넘게 했습니다 너무 재밌구요 장병태 찌질이 역할 맡으신 임시완 배우님의 연기실력이 너무 대단합니다 소년시대를 보면서 옛날로 돌아가고 싶네요
소년시대,임시완 배우님 연기력 대폭발 춤이면 춤 노래면 노래 연기면 연기 최고
소년시대,이거 진짜 재밌어요   이거 본 뒤로 임시완 배우님 보면 코믹이 생각나서 웃음나오더라고요
소년시대,시완님 때문에 봤는데 생각보다 너무 재미있고 전 개인적으로 넘 좋아요  제 최애 작품 중에 하나   
돌풍,최근 설경구의 문제점인 신파경구  노잼경구는 없다
돌풍,자신만의 신념으로 올바른 정치를 할수있는 세상은 그저 판타지일뿐  결국 그쪽으로 발을 들이면 다 이렇게 변하게 되는걸까  배우들의 연기가 마지막까지 폭발하는 작품이라 좋았다
돌풍,최근 본 중 잘 만든 정치드라마
돌풍,운동권 세력과 노조에 대한 폄훼가 너무 지나치게 느껴졌고 검찰을 은근히 정의감 있게 묘사하는 장면이 역겨웠다 박동호는 윤석열이 아니며 장일준 또한 절대 노무현이 아니다
돌풍, 전회차 관람  제목값 하겠다는 듯 휘몰아치는 장군멍군 대결  시사회 관람  킹메이커와 퀸메이커의 숨막히는 만남   속도감 있는 전개가 시원시원했습니다  어서 나머지 회차도 보고
돌풍,우리나라에서도 미드처럼 정치스릴러 장르가 잘 뽑힐수가 있구나라는 가능성이 보인 작품    화뿐이지만 김희애와 설경구 두 연기고수의 힘싸움이 장난이 아니였다   
돌풍,흔한 검사미화작품  미화된검사의 모습에 현실감이 떨어진다 
돌풍,방금 막회를 끝내고  이제 알겠네요 왜 키노에게    화 시사를 던져줬는지  작년 포함 올해 본 시리즈 중 최고입니다  넷플 최고의 수작이 될꺼라 확신합니다 
돌풍,전개빠르고 반전의 반전   미쳤다 
돌풍,어느 한 쪽으로 치우치지 않은 두 힘이 균형을 잘 유지하여 긴장감과 몰입감이 뛰어나고  그 균형 위에서 설경구 배우와 김희애 배우의 연기 대결이 눈부시다 
돌풍,비닐하우스 오브 카드
돌풍,만화책을 보는 듯한 이야기에 뒤로 갈수록 뇌절이 점점 심해지긴 하는데  사건들이 연쇄폭탄처럼 계속 터져나가는 빠른 전개가 결말까지 멈출 수 없게끔 만든다  제목값은 제대로 해낸듯 
돌풍,속도감은 느껴지지만  긴장감은 이상하리만큼 느껴지지 않는다 
돌풍,박경수 권력   부작 의 막이 올라갔다
돌풍,연기 연기 연기 돌풍처럼 몰아친다  장군멍군 서로는 죽일듯하다가도 살리는 정치판의 모든것이 이 드라마에 모두 담겨있다  간만에 아껴먹은 취향저격드라마
돌풍,쓰레기같은영화 현실과영떨어진영화 김희애와 설경구처응에는 흥미로웠으나 억지로 대본만들어가며만든영화 계속내내 둘이티기타카 지루함 보지마셈 눈버림
돌풍,도청과 도촬로 이뤄진 정치 느와르  재미는 있었다  고평가는 못하겠지만 
돌풍,돌풍   모두까기가 실현할 초인이라는 꿈
돌풍,와 정치 스토리 뭐 이렇게 재밌고 쫀쫀하게 만들었나 싶어서 작가 찾아보니  펀치 집필했던 작가네     일단  회까지 졸잼
돌풍,내 꿈은 돌풍  다 쓸어버리고 다시 시작하고 싶다  네 꿈은  죄지은 사람이 부끄러워지는 세상 
돌풍, 화 화에서 속도감이 있고 예측하기 힘든 전개가 이어져서 볼만해서 뒤에도 이런 전개와 속도감이면 좋을 것 같습니다 
돌풍,시사회로    회 봄  이 분위기 전개만 계속 이끌어가도 상당한 수작이 될수도
돌풍,도발적인 소재로 강렬하게 시작  그러나 그 뒤로 지치도록 반복 
돌풍,정치상황은 현실적인데  캐릭터는 비현실적인듯  저렇게 국민과 나라를 위해 일하는 정치인이 있을까싶어 더 씁쓸하구만  
돌풍,반전이 죽여주는   스피드있게 전개되는 내용은 좋았다 하지만 정치가 저렇게 조작적으로 흘러간다는 현실은 씁쓸하다
돌풍,촌스럽고 유치한데 그래서 재미있다 
돌풍,         
돌풍,치고받는 재미가 점입가경 이었다  확 이끌려서 정주행 하고 있는데  초반의 그 재미는 결국 과유불급이 되어버렸다  그래도 꽤 수작이라 본다  예전 수작  싸인 의 정치버젼 이랄까 
돌풍,시그널  비밀의 숲과 함께 제 인생 드라마 등극했습니다 너무 재밌어요
돌풍,설경구 김희애 김미숙 전배수 박근형 등 배우분들 최고
돌풍,설경구 배우님 나오시는 드라마는 진리인 거 같아요 너무 재밌게 봤어요  
돌풍,약간의 억지가 있지만  그럼에도 충분히 볼 만한 드라마였다  요근래 봤던 한국 드라마 중에 제일 재밌었음
돌풍,지금까지 이런 드라마는 없없다  드라마가 아닌 블록버스터급 영화한편을 본것같다  처음부터 끝까지 긴장감이 멈추지 않았던  쓸데없는 장면은 없다 한순간도 놓치면 안되는 드라마
돌풍,시사회로    회 먼저 봤습니다 빠른전개로 몰입감이 엄청나서 지루함없이 쭉봤어요  배우님들의 연기가 장난아니에요
돌풍,돌풍
돌풍,이름값하는  돌풍     다음회가 기다려진다
돌풍,가장 무서운게 정치라는걸 보여줌   이것 저것 요것으로 반전을 넘어가는 건 조금 지루할 수도   설경구의  나 돌아갈래 와 김희애의  다 부셔버릴거야 에 멈춘 연기가 안타까움   
돌풍,설경구와 김희애 연기력에 대해선 의심할 것이 없다 반전에 반전  우리가 보고 있는 정치현실을 어디까지 믿어야하는건지  어느쪽도 못믿게 되네요 
돌풍,잘 만든 자극적인 막장드라마를 본 듯한 기분  빠른 전개에 사건들이 휘몰아치며 다음 화를 계속 궁금하게 만든다  보기 힘든 정치드라마라 더욱 재미있었다 
돌풍,숨막힐 속도감     번의 반전  한국판 하우스 오브 카드 
돌풍,역시 볼수록 잘 만든 작품이라는게 상기되는 월메이드 작품입니다
돌풍, 시사회 관람  한국 드라마 중 정말 괜찮은 정치 스릴러 드라마네요 빠른 전개속에 속도감 있게 진행되서 다음화가 더욱 기대되는 시사회였어요  좋은 시사회 초청해주셔서 감사합니다
돌풍,빠르고 묵직하다
돌풍,죽음도 결국 산 자의 것
돌풍,넷플릭스가 올 한해 건진 최고의 수확  극우와 민주 정권에서 누가 옳은지 아는 현시대에서 더 깊은 질문을 던진다  역사의 신격화를 위해 남겨진 잔해의 비리들 추악함을 드러낸 반성문
돌풍,반전의반전의반전의반전의반전의반전의반전 
돌풍,    화를 온라인 시사회로 먼저 본 후 오늘   화까지 완주했습니다 
돌풍,한화 보고 끝까지 보게만드는 마법의 작품
돌풍,아직 다 보지 못했지만 흡입력이 상당하다
돌풍,어찌보면 정치 막장극 같은   매화마다 막장에 가까운 사건에 연속   마치 옛날 대본소 만화같은  미드폼같이 시간이 짧고 스피디한 전개로 보는맛은 있다   다만 자꾸 누가 생각나네
D.P. 시즌 1,초상이 내려앉은 줄도 모르고  젊은 날의 초상이라 치부하면서  초상을 치르고 있다 
D.P. 시즌 1,군대 부조리를 필터없이 다 보여준다  극적인 부분도 꽤 많지만 마지막화에서 수통 관련 대사를 보면    잊혀지던 군생활이 기억난다 
D.P. 시즌 1,아   군필자면 끝까지 안볼수가 없는   잘만든작품 그리고 이미 연기잘하는줄은 알았지만 조현철 배우님은 진짜 연기갑   
D.P. 시즌 1,저한테 왜 그러셨습니까  그냥 그래도 되는 줄 알았어 
D.P. 시즌 1,좋은 드라마인데 전 너무 가슴 아프고 보는 게 힘들었어요 
D.P. 시즌 1,캐릭터설정이 명확해서 좋다 군대문제에 대해 콕 찝어낸 이야기 연출도 훌륭하다
D.P. 시즌 1,군대 부조리 재현과 함께 추리  액션극을 모두 잘 융합하여 보여준 드라마 
D.P. 시즌 1,디피를 뛰어 넘을     오리지널은 없다
D.P. 시즌 1,조석봉 일병은 군대에만 있는 것이 아니다
D.P. 시즌 1,인트로에서 울컥하는 감정을 안 느낀 사람 있을까  이 드라마는 인트로부터 찢어놨다 
D.P. 시즌 1,군대를 안 가봐서 모르겠지만 우리아빠가 이거 보고      왔다고 함 그리고 다들 감정선을 잘 살린듯 그리고 뻔한 느낌도 없었음 중간중간 재밌는 포인트가 많음
D.P. 시즌 1,군대라는 인권유린의 현장에서 벗어나려 탈영병이 된 자들을 그들의 삶을 위해서 잡아들여야하는 자들의 딜레마 
D.P. 시즌 1,연출 스토리 연기  박자의 합이 완벽했던 드라마 넷플릭스 초 추천작
D.P. 시즌 1,한준희 감독 선견지명 있네  인지도 있는 정해인으로 대중의 관심을 잡고  구교환으로 색깔 입히고  손석구  신승호  조현철까지 배치하는 캐스팅 센스  연출도 깔끔하니 군더더기 없다
D.P. 시즌 1,내 최애 한국 드라마  시즌  를 기대할 수 밖에 없다 
D.P. 시즌 1,얼굴믿고 까부는 개폐급 안준호
D.P. 시즌 1,  
D.P. 시즌 1,단절된 사회고발극
